status,sku,is_in_stock,qty,visibility,attribute_set,type ,price,websites,category_ids,name,description,short_description,options_container,image,small_image,thumbnail,media_gallery
1,FPIR001,1,10000000,4,Flowers,simple,1499,base,"603,596,658,653",Valentine Love,One Sided Bunch of 20 Red Roses in a red paper packing with red ribbon.,Bunch of 20 Red Roses,container1,/FPIR001.jpg,/FPIR001.jpg,/FPIR001.jpg,/FPIR001.jpg
